RowId,Country,Region,CustID,CustName,ProductSold,SalesChannel,UnitsSold,DateSold,ProductID,ProductName,StdCost,StdPrice
679,Equatorial Guinea,Sub-Saharan Africa,23331,Bevis Mcdonald,SUPA102,Direct,115,08/06/2018,SUPA102,Super Soft - 250ml,2.5,4.5
680,Namibia,Sub-Saharan Africa,23649,Tyler Gordon,SUPA103,Retail,125,08/06/2018,SUPA103,Super Soft - 500ml,3.5,6.99
681,Ukraine,Europe,23835,Quinlan Jensen,SUPA101,Online,116,08/06/2018,SUPA101,Super Soft - Product Sample,0.3,0
682,Guatemala,Central America and the C,23557,Amir Solomon,PURA100,Direct,186,09/06/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
683,Unknown,Unknown,23655,Dawn Carey,PURA200,Online,146,09/06/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
684,Netherlands,Europe,23685,Jennifer Harrington,SUPA103,Online,183,09/06/2018,SUPA103,Super Soft - 500ml,3.5,6.99
685,Kiribati,Australia and Oceania,23751,Hamilton Willis,SUPA102,Retail,166,09/06/2018,SUPA102,Super Soft - 250ml,2.5,4.5
686,Unknown,Unknown,23836,Hamish Crawford,SUPA105,Direct,190,09/06/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
687,Unknown,Unknown,23985,Amity Ware,SUPA105,Online,48,09/06/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
688,Italy,Europe,23319,Sylvester Roy,PURA200,Online,68,10/06/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
689,Tajikistan,Asia,23375,Brittany Burris,SUPA105,Direct,193,10/06/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
690,Cuba,Central America and the C,23365,Gwendolyn Walton,SUPA102,Retail,165,11/06/2018,SUPA102,Super Soft - 250ml,2.5,4.5
691,Estonia,Europe,23596,Sopoline Pace,SUPA102,Online,33,11/06/2018,SUPA102,Super Soft - 250ml,2.5,4.5
692,Denmark,Europe,23600,Daria Mcneil,SUPA104,Retail,12,11/06/2018,SUPA104,Super Soft - 1 Litre,5,9.99
693,Unknown,Unknown,23984,Macey Prince,SUPA103,Online,32,11/06/2018,SUPA103,Super Soft - 500ml,3.5,6.99
694,Unknown,Unknown,23273,Isaac Cooper,SUPA104,Online,22,12/06/2018,SUPA104,Super Soft - 1 Litre,5,9.99
695,Grenada,Central America and the C,23614,Shay Larson,PURA250,Online,7,12/06/2018,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
696,Unknown,Unknown,23668,Jermaine Mcneil,PURA200,Retail,37,12/06/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
697,Unknown,Unknown,23855,Madaline Briggs,PURA100,Retail,145,13/06/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
698,Canada,North America,23471,Yetta Weaver,SUPA102,Online,2,14/06/2018,SUPA102,Super Soft - 250ml,2.5,4.5
699,Unknown,Unknown,24022,Kalia Roberson,PURA100,Online,84,15/06/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
700,Panama,Central America and the C,23653,Kaye Rocha,PURA250,Direct,165,16/06/2018,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
701,South Africa,Sub-Saharan Africa,23805,Callum Contreras,SUPA101,Retail,130,16/06/2018,SUPA101,Super Soft - Product Sample,0.3,0
702,Nauru,Australia and Oceania,23419,Donovan Noel,SUPA101,Retail,193,17/06/2018,SUPA101,Super Soft - Product Sample,0.3,0
703,Belarus,Europe,23614,Shay Larson,PURA100,Direct,87,17/06/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
704,Malaysia,Asia,23976,Christine Hale,SUPA101,Retail,70,17/06/2018,SUPA101,Super Soft - Product Sample,0.3,0
705,Guinea,Sub-Saharan Africa,23300,Rhona Clarke,PURA100,Online,172,18/06/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
706,Unknown,Unknown,23553,Britanni Hebert,PURA200,Online,90,18/06/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
707,Honduras,Central America and the C,23546,Zorita Petty,SUPA104,Direct,119,19/06/2018,SUPA104,Super Soft - 1 Litre,5,9.99
708,Unknown,Unknown,23981,Yvonne Stanley,SUPA104,Retail,39,19/06/2018,SUPA104,Super Soft - 1 Litre,5,9.99
709,Unknown,Unknown,23491,Oscar Clay,SUPA103,Online,87,20/06/2018,SUPA103,Super Soft - 500ml,3.5,6.99
710,Japan,Asia,23506,Kieran Mckinney,PURA200,Direct,151,20/06/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
711,Rwanda,Sub-Saharan Africa,23661,Shaine Lambert,PURA100,Online,77,20/06/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
712,Norway,Europe,23667,Evelyn Cherry,PURA100,Retail,12,20/06/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
713,Indonesia,Asia,23839,Hedwig Harvey,SUPA101,Online,182,20/06/2018,SUPA101,Super Soft - Product Sample,0.3,0
714,Mauritius ,Sub-Saharan Africa,23387,Ashely Macdonald,SUPA102,Retail,153,21/06/2018,SUPA102,Super Soft - 250ml,2.5,4.5
715,Unknown,Unknown,23410,Cooper Brooks,PURA250,Retail,202,21/06/2018,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
716,Qatar,Middle East and North Afr,23536,Francesca Bolton,SUPA105,Online,1,21/06/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
717,China,Asia,23567,Karina Buckley,PURA250,Direct,102,21/06/2018,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
718,San Marino,Europe,23304,Deanna Santana,PURA200,Online,127,22/06/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
720,Norway,Europe,23338,George Best,SUPA103,Retail,97,22/06/2018,SUPA103,Super Soft - 500ml,3.5,6.99
721,Poland,Europe,23899,Garrett Burnett,SUPA101,Direct,178,22/06/2018,SUPA101,Super Soft - Product Sample,0.3,0
722,Madagascar,Sub-Saharan Africa,23285,Leonard Cardenas,SUPA102,Retail,9,23/06/2018,SUPA102,Super Soft - 250ml,2.5,4.5
723,Israel,Middle East and North Afr,23433,Tara Mckinney,PURA200,Online,209,23/06/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
724,Bulgaria,Europe,23660,Quemby Romero,SUPA104,Retail,161,23/06/2018,SUPA104,Super Soft - 1 Litre,5,9.99
725,Sao Tome and Principe,Sub-Saharan Africa,23675,Brielle Mcdaniel,SUPA105,Online,36,23/06/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
726,Rwanda,Sub-Saharan Africa,23670,Davis Kennedy,PURA500,Online,18,24/06/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
727,Unknown,Unknown,23701,Pamela Paul,PURA200,Online,165,24/06/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
728,Comoros,Sub-Saharan Africa,23711,Vance Middleton,SUPA101,Online,42,24/06/2018,SUPA101,Super Soft - Product Sample,0.3,0
729,Bahrain,Middle East and North Afr,23506,Kieran Mckinney,PURA500,Retail,121,25/06/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
730,Liechtenstein,Europe,23587,Sandra Clay,PURA200,Direct,67,25/06/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
731,Kyrgyzstan,Asia,23781,Buffy Heath,PURA500,Online,198,25/06/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
732,Chad,Sub-Saharan Africa,24014,Gregory Sykes,SUPA102,Retail,38,26/06/2018,SUPA102,Super Soft - 250ml,2.5,4.5
733,Bangladesh,Asia,23289,Deacon Craig,PURA100,Direct,33,27/06/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
734,Afghanistan,Middle East and North Afr,23564,Harrison Barker,PURA500,Online,181,28/06/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
735,Kiribati,Australia and Oceania,23622,Fulton Francis,PURA250,Online,132,28/06/2018,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
736,Unknown,Unknown,23313,Cruz Pacheco,SUPA101,Online,137,29/06/2018,SUPA101,Super Soft - Product Sample,0.3,0
737,Madagascar,Sub-Saharan Africa,23676,Ralph Carroll,SUPA103,Direct,130,29/06/2018,SUPA103,Super Soft - 500ml,3.5,6.99
738,Belize,Central America and the C,23515,Patience Grant,SUPA102,Retail,191,30/06/2018,SUPA102,Super Soft - 250ml,2.5,4.5
739,Benin,Sub-Saharan Africa,23695,Acton Ratliff,SUPA105,Retail,199,30/06/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
740,Hungary,Europe,23940,Lara Rogers,PURA100,Direct,131,30/06/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
741,Iceland,Europe,23265,Uriel Benton,PURA100,Direct,109,01/07/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
742,Guinea-Bissau,Sub-Saharan Africa,23493,Mohammad Mills,PURA100,Retail,72,01/07/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
743,Singapore,Asia,23428,Sigourney Bullock,PURA500,Direct,164,02/07/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
744,Unknown,Unknown,23702,Yvonne Mcguire,PURA200,Online,27,02/07/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
745,Uganda,Sub-Saharan Africa,23775,Guinevere Rosales,SUPA103,Online,91,02/07/2018,SUPA103,Super Soft - 500ml,3.5,6.99
746,Norway,Europe,23399,Leah Golden,SUPA102,Online,193,03/07/2018,SUPA102,Super Soft - 250ml,2.5,4.5
747,Unknown,Unknown,23456,Urielle Michael,PURA100,Online,33,03/07/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
748,Nicaragua,Central America and the C,23462,Skyler Carson,PURA250,Direct,114,03/07/2018,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
749,Oman,Middle East and North Afr,23481,Gray Ortega,PURA250,Online,86,03/07/2018,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
750,Antigua and Barbuda ,Central America and the C,23822,Demetrius Watson,PURA100,Online,193,03/07/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
751,Saint Lucia,Central America and the C,23406,Linda Morales,PURA100,Online,81,04/07/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
752,Slovakia,Europe,23556,Guinevere Simpson,PURA250,Online,121,04/07/2018,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
753,Morocco,Middle East and North Afr,23336,Petra Mckenzie,SUPA102,Retail,7,05/07/2018,SUPA102,Super Soft - 250ml,2.5,4.5
754,Czech Republic,Europe,23987,Thaddeus Mercado,SUPA101,Online,35,05/07/2018,SUPA101,Super Soft - Product Sample,0.3,0
755,Lesotho,Sub-Saharan Africa,24021,Ronan Stark,SUPA105,Online,182,06/07/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
756,Belarus,Europe,23383,Rosalyn Lopez,SUPA105,Online,42,08/07/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
757,Unknown,Unknown,23728,Sheila Atkinson,PURA100,Online,171,09/07/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
758,Estonia,Europe,23856,Vivian Garrett,SUPA104,Online,92,09/07/2018,SUPA104,Super Soft - 1 Litre,5,9.99
759,Germany,Europe,23826,Laith Charles,PURA250,Retail,199,10/07/2018,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
760,Liberia,Sub-Saharan Africa,23860,Palmer Craft,SUPA102,Online,161,10/07/2018,SUPA102,Super Soft - 250ml,2.5,4.5
761,Unknown,Unknown,23900,Tana Velasquez,PURA200,Retail,54,10/07/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
762,Unknown,Unknown,23935,Colton Briggs,SUPA103,Retail,17,10/07/2018,SUPA103,Super Soft - 500ml,3.5,6.99
763,Namibia,Sub-Saharan Africa,23304,Deanna Santana,SUPA102,Online,81,13/07/2018,SUPA102,Super Soft - 250ml,2.5,4.5
764,Niger,Sub-Saharan Africa,23894,Talon Boyer,SUPA101,Retail,104,13/07/2018,SUPA101,Super Soft - Product Sample,0.3,0
765,Ireland,Europe,23522,Nissim Bruce,SUPA102,Online,105,14/07/2018,SUPA102,Super Soft - 250ml,2.5,4.5
766,Unknown,Unknown,23571,Lois Abbott,SUPA104,Online,71,14/07/2018,SUPA104,Super Soft - 1 Litre,5,9.99
767,Albania,Europe,23617,Noelle Rasmussen,SUPA105,Online,23,14/07/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
768,Morocco,Middle East and North Afr,23685,Jennifer Harrington,SUPA103,Retail,35,14/07/2018,SUPA103,Super Soft - 500ml,3.5,6.99
769,Unknown,Unknown,23434,Ryder Riddle,SUPA102,Retail,203,15/07/2018,SUPA102,Super Soft - 250ml,2.5,4.5
770,Maldives,Asia,23462,Skyler Carson,SUPA103,Direct,143,15/07/2018,SUPA103,Super Soft - 500ml,3.5,6.99
771,Belize,Central America and the C,23428,Sigourney Bullock,SUPA103,Direct,16,16/07/2018,SUPA103,Super Soft - 500ml,3.5,6.99
772,Tajikistan,Asia,23642,Hilda Noble,PURA250,Online,152,16/07/2018,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
773,Unknown,Unknown,23605,Noble Diaz,SUPA101,Retail,79,17/07/2018,SUPA101,Super Soft - Product Sample,0.3,0
774,Unknown,Unknown,23379,Desirae Perkins,PURA200,Online,65,18/07/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
775,Unknown,Unknown,23979,Cruz Morris,PURA200,Online,163,18/07/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
776,Netherlands,Europe,24036,Zephania Mills,PURA250,Online,173,18/07/2018,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
777,Mali,Sub-Saharan Africa,23262,Candice Levy,PURA200,Online,116,19/07/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
778,Nepal,Asia,23276,Hayes Rollins,PURA500,Online,65,19/07/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
779,Singapore,Asia,23907,Zelda Dickson,SUPA101,Online,162,19/07/2018,SUPA101,Super Soft - Product Sample,0.3,0
780,Myanmar,Asia,24056,Erasmus Morrison,SUPA103,Online,204,19/07/2018,SUPA103,Super Soft - 500ml,3.5,6.99
781,Niger,Sub-Saharan Africa,23299,Germaine Kidd,PURA200,Retail,104,20/07/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
782,Tunisia ,Middle East and North Afr,23462,Skyler Carson,SUPA103,Retail,33,20/07/2018,SUPA103,Super Soft - 500ml,3.5,6.99
783,Guinea,Sub-Saharan Africa,23265,Uriel Benton,SUPA103,Retail,134,21/07/2018,SUPA103,Super Soft - 500ml,3.5,6.99
784,Germany,Europe,23375,Brittany Burris,SUPA105,Online,35,21/07/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
785,Mozambique,Sub-Saharan Africa,23609,Charlotte Mcdonald,PURA500,Direct,159,21/07/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
786,Unknown,Unknown,23952,Kevin Schwartz,PURA500,Retail,81,21/07/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
787,Sweden,Europe,23369,Ivor Mclaughlin,SUPA103,Retail,92,22/07/2018,SUPA103,Super Soft - 500ml,3.5,6.99
788,Unknown,Unknown,23311,Forrest Macdonald,SUPA105,Retail,18,23/07/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
789,Tonga,Australia and Oceania,23557,Amir Solomon,PURA200,Direct,89,23/07/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
790,Nepal,Asia,23676,Ralph Carroll,PURA100,Retail,186,23/07/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
791,San Marino,Europe,23289,Deacon Craig,PURA100,Online,169,24/07/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
792,Malaysia,Asia,23322,Arsenio Knowles,PURA100,Online,20,24/07/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
793,Burundi,Sub-Saharan Africa,23496,Herrod Huff,SUPA103,Retail,143,24/07/2018,SUPA103,Super Soft - 500ml,3.5,6.99
794,Nicaragua,Central America and the C,23551,Graiden Avery,SUPA102,Retail,159,24/07/2018,SUPA102,Super Soft - 250ml,2.5,4.5
795,Macedonia,Europe,23274,Asher Weber,PURA100,Retail,153,25/07/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
796,Azerbaijan,Middle East and North Afr,23530,Maia Warner,SUPA105,Retail,81,25/07/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
797,Monaco,Europe,23557,Amir Solomon,SUPA105,Direct,162,25/07/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
798,Fiji,Australia and Oceania,23300,Rhona Clarke,PURA500,Online,131,26/07/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
799,Slovakia,Europe,23609,Charlotte Mcdonald,SUPA102,Direct,80,28/07/2018,SUPA102,Super Soft - 250ml,2.5,4.5
800,Honduras,Central America and the C,23622,Fulton Francis,PURA100,Retail,35,28/07/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
801,Unknown,Unknown,23503,Ina Faulkner,PURA100,Online,111,29/07/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
802,Luxembourg,Europe,23428,Sigourney Bullock,PURA100,Online,133,30/07/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
803,Germany,Europe,23384,Basil Bates,SUPA104,Direct,149,31/07/2018,SUPA104,Super Soft - 1 Litre,5,9.99
804,Czech Republic,Europe,23741,Erich Brewer,PURA100,Retail,178,31/07/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
805,Unknown,Unknown,23383,Rosalyn Lopez,SUPA103,Online,39,01/08/2018,SUPA103,Super Soft - 500ml,3.5,6.99
806,Iraq,Middle East and North Afr,23423,Ima Jensen,PURA250,Retail,29,01/08/2018,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
807,Sudan,Sub-Saharan Africa,23675,Brielle Mcdaniel,SUPA102,Direct,164,01/08/2018,SUPA102,Super Soft - 250ml,2.5,4.5
808,Singapore,Asia,23415,Colleen Huff,PURA500,Retail,170,02/08/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
809,Vanuatu,Australia and Oceania,23500,Kimberley Daniel,PURA200,Direct,62,02/08/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
810,Mauritania,Sub-Saharan Africa,23769,Cathleen Espinoza,PURA500,Retail,153,03/08/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
811,Unknown,Unknown,23889,Laith Conley,SUPA103,Retail,148,03/08/2018,SUPA103,Super Soft - 500ml,3.5,6.99
812,Kuwait,Middle East and North Afr,23898,Karina Contreras,SUPA103,Online,127,03/08/2018,SUPA103,Super Soft - 500ml,3.5,6.99
813,Japan,Asia,23284,Clark Weaver,SUPA104,Retail,158,04/08/2018,SUPA104,Super Soft - 1 Litre,5,9.99
814,Tajikistan,Asia,23553,Britanni Hebert,PURA250,Online,119,05/08/2018,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
815,Equatorial Guinea,Sub-Saharan Africa,23695,Acton Ratliff,SUPA104,Online,84,05/08/2018,SUPA104,Super Soft - 1 Litre,5,9.99
816,Somalia,Middle East and North Afr,23803,Mara Garcia,SUPA105,Retail,209,06/08/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
817,Sri Lanka,Asia,24038,Bertha Juarez,PURA100,Online,115,06/08/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
818,Bangladesh,Asia,23698,Uta Rodgers,SUPA105,Direct,144,08/08/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
819,Sri Lanka,Asia,23760,Idola Underwood,SUPA101,Online,69,08/08/2018,SUPA101,Super Soft - Product Sample,0.3,0
820,Swaziland,Sub-Saharan Africa,23832,Nita Monroe,PURA250,Retail,49,08/08/2018,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
821,Sweden,Europe,23895,Rudyard Chan,PURA100,Online,197,08/08/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
822,Angola,Sub-Saharan Africa,23267,Vance Campos,PURA200,Retail,6,09/08/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
823,Cuba,Central America and the C,23503,Ina Faulkner,PURA250,Online,64,09/08/2018,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
824,Unknown,Unknown,23321,Kareem Mays,SUPA101,Online,211,10/08/2018,SUPA101,Super Soft - Product Sample,0.3,0
825,Unknown,Unknown,23369,Ivor Mclaughlin,PURA500,Online,77,11/08/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
826,Vanuatu,Australia and Oceania,23655,Dawn Carey,SUPA105,Online,104,11/08/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
827,Belarus,Europe,23536,Francesca Bolton,SUPA102,Retail,86,12/08/2018,SUPA102,Super Soft - 250ml,2.5,4.5
828,Oman,Middle East and North Afr,23830,Haley Collins,SUPA101,Retail,37,12/08/2018,SUPA101,Super Soft - Product Sample,0.3,0
829,Slovakia,Europe,23503,Ina Faulkner,PURA100,Retail,70,13/08/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
830,Germany,Europe,23265,Uriel Benton,SUPA105,Retail,45,14/08/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
831,Burkina Faso,Sub-Saharan Africa,23664,Sybil Barker,PURA200,Direct,32,14/08/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
832,Swaziland,Sub-Saharan Africa,23724,Stella Strickland,PURA500,Retail,33,14/08/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
833,Kiribati,Australia and Oceania,23301,Maxwell Parker,PURA500,Direct,193,16/08/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
834,Mauritania,Sub-Saharan Africa,23387,Ashely Macdonald,SUPA103,Direct,180,16/08/2018,SUPA103,Super Soft - 500ml,3.5,6.99
835,Uzbekistan,Asia,23452,Simon Carlson,PURA250,Online,176,16/08/2018,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
976,Botswana,Sub-Saharan Africa,23482,Jameson Hunter,PURA250,Online,197,16/08/2018,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
977,Moldova ,Europe,23535,Mia Ferguson,PURA100,Direct,56,16/08/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
978,United Kingdom,Europe,24011,Merritt Romero,PURA100,Retail,60,16/08/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
979,Unknown,Unknown,23414,Arden Conrad,SUPA105,Online,114,17/08/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
980,Belgium,Europe,23695,Acton Ratliff,SUPA102,Direct,160,17/08/2018,SUPA102,Super Soft - 250ml,2.5,4.5
981,Poland,Europe,23383,Rosalyn Lopez,PURA200,Online,5,18/08/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
982,Mozambique,Sub-Saharan Africa,23578,Sigourney Riddle,PURA500,Online,104,18/08/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
983,Tuvalu,Australia and Oceania,23383,Rosalyn Lopez,SUPA104,Online,86,19/08/2018,SUPA104,Super Soft - 1 Litre,5,9.99
984,Latvia,Europe,23500,Kimberley Daniel,SUPA102,Online,143,20/08/2018,SUPA102,Super Soft - 250ml,2.5,4.5
985,Solomon Islands,Australia and Oceania,23300,Rhona Clarke,PURA200,Direct,55,21/08/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
986,Armenia,Europe,23663,Maris Shepherd,SUPA102,Retail,187,23/08/2018,SUPA102,Super Soft - 250ml,2.5,4.5
987,Guatemala,Central America and the C,23827,Camden Rosa,SUPA104,Online,83,23/08/2018,SUPA104,Super Soft - 1 Litre,5,9.99
988,Equatorial Guinea,Sub-Saharan Africa,23375,Brittany Burris,PURA500,Direct,117,24/08/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
989,Unknown,Unknown,23562,Hollee Lowe,PURA100,Online,198,24/08/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
990,Solomon Islands,Australia and Oceania,23675,Brielle Mcdaniel,PURA250,Retail,191,24/08/2018,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
991,Costa Rica,Central America and the C,23445,Macy Stafford,SUPA103,Direct,98,25/08/2018,SUPA103,Super Soft - 500ml,3.5,6.99
992,Dominican Republic,Central America and the C,23663,Maris Shepherd,PURA500,Direct,78,25/08/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
993,Unknown,Unknown,23362,Jerry Alvarado,PURA100,Online,179,26/08/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
994,Iceland,Europe,23587,Sandra Clay,SUPA103,Online,16,26/08/2018,SUPA103,Super Soft - 500ml,3.5,6.99
995,Unknown,Unknown,23389,Cynthia Gilliam,SUPA101,Retail,126,27/08/2018,SUPA101,Super Soft - Product Sample,0.3,0
996,Nigeria,Sub-Saharan Africa,23458,Dominique Oneill,PURA200,Online,41,27/08/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
997,Unknown,Unknown,23606,Emily Hogan,SUPA105,Retail,17,27/08/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
998,Ireland,Europe,23674,Dara Burch,SUPA105,Online,140,27/08/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
999,Iraq,Middle East and North Afr,23807,Oliver Bullock,SUPA105,Retail,160,27/08/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
1000,Unknown,Unknown,23288,Ingrid Bush,SUPA104,Retail,141,28/08/2018,SUPA104,Super Soft - 1 Litre,5,9.99
1001,Denmark,Europe,23366,Zia Mcmillan,SUPA101,Retail,178,28/08/2018,SUPA101,Super Soft - Product Sample,0.3,0
1002,Yemen,Middle East and North Afr,23394,Garrett May,PURA250,Online,92,28/08/2018,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
1003,Netherlands,Europe,23542,Kendall Harmon,SUPA104,Online,62,28/08/2018,SUPA104,Super Soft - 1 Litre,5,9.99
1004,Cape Verde,Sub-Saharan Africa,23587,Sandra Clay,SUPA104,Retail,102,28/08/2018,SUPA104,Super Soft - 1 Litre,5,9.99
1006,France,Europe,23338,George Best,SUPA102,Online,162,29/08/2018,SUPA102,Super Soft - 250ml,2.5,4.5
1007,Greece,Europe,23346,Aretha Patton,PURA100,Retail,168,30/08/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
1008,Bahrain,Middle East and North Afr,23384,Basil Bates,SUPA105,Direct,121,30/08/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
1009,Luxembourg,Europe,23414,Arden Conrad,SUPA105,Online,13,30/08/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
1010,Nicaragua,Central America and the C,23567,Karina Buckley,SUPA105,Retail,176,30/08/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
1011,Mongolia,Asia,23302,Isaac Wolf,PURA200,Online,42,31/08/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
1012,Comoros,Sub-Saharan Africa,23542,Kendall Harmon,PURA100,Retail,119,31/08/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
1013,Malta,Europe,23547,Lana Norris,SUPA105,Retail,18,31/08/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
1014,Nigeria,Sub-Saharan Africa,23372,Phillip Perkins,PURA500,Online,22,01/09/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
1015,France,Europe,23379,Desirae Perkins,PURA200,Direct,119,01/09/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
1016,Tajikistan,Asia,23435,Holmes Graves,SUPA104,Direct,145,01/09/2018,SUPA104,Super Soft - 1 Litre,5,9.99
